id_origen,espanol_original,espanol,shiwilu,intencion,fuente
685,Me voy ya.,Yo me voy ahora.,kua pa'echek ipa'la,SAL,retrotraduccion
686,Nos vamos ya.,Nos marcharemos.,pa'aterwa',SAL,retrotraduccion
687,Que estés bien.,Que que te guste.,a'ta'tuwinek,SAL,retrotraduccion
688,Que estén bien.,"- ...tenlo. Buenas noches, señora.",- ...paku',SAL,retrotraduccion
689,Que esté bien.,Diviértete.,sakek'ker',SAL,retrotraduccion
690,"Hola, yerno.",Hola yerno ¡aahhhm!,lli'taa' wicha! ¡a'cha!,SAL,retrotraduccion
694,"Buenas noches, madre.","Buenas noches, María.","muder'ka, María",SAL,retrotraduccion
695,"Buenas noches, padre.","Buenas noche, padre”.",u'chimu tata.,SAL,retrotraduccion
696,"Buenas noches, hijos.","Buenas noches, chicos.",muder'ka wilalusa',SAL,retrotraduccion
697,"Buenas noches, abuelita.","Buenas noches, abuela.",muder'ka amisha,SAL,retrotraduccion
698,Hasta la noche.,- Le veo esta noche.,- lli'apalek ipa'la dekpilli,SAL,retrotraduccion
699,Que bien te veo.,Yo te veo bien.,kua lli'apalek musu',SAL,retrotraduccion
